,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
1586,Honda Jazz 1.2 S i VTEC,700000,41000.0,Petrol,Manual,1,2018,1197,5
1587,Hyundai Grand i10 Nios Sportz,675000,6834.0,Petrol,Manual,1,2020,1591,5
1588,Maruti Swift Dzire VXI,370000,112160.0,Petrol,Manual,1,2013,1462,5
1589,Hyundai Creta 1.6 SX Automatic,1100000,16118.0,Petrol,Automatic,1,2018,1461,5
1590,Maruti Ciaz Alpha,990000,47000.0,Petrol,Manual,1,2020,1598,5
1591,Renault Duster 110PS Diesel RxZ,420000,80000.0,Diesel,Manual,2,2012,1462,5
1592,Skoda Rapid 1.6 MPI Active BSIV,893000,24000.0,Petrol,Manual,1,2020,998,5
1593,Maruti Ciaz Alpha Automatic BSIV,865000,46000.0,Petrol,Automatic,1,2018,1197,5
1594,Maruti Baleno RS 1.0 Petrol,785000,30000.0,Petrol,Manual,1,2017,1197,5
1595,Hyundai i20 Active 1.2 SX,765000,30000.0,Petrol,Manual,1,2017,1396,5
1596,Maruti Swift Dzire ZXI 1.2,755000,31000.0,Petrol,Manual,1,2017,1248,5
1597,Hyundai Elite i20 2018 Diesel Asta Option,750000,46000.0,Diesel,Manual,1,2018,1199,5
1598,Maruti Baleno 1.3 Zeta,743000,44000.0,Diesel,Manual,1,2016,1498,5
1599,Honda Jazz V,730000,40000.0,Petrol,Manual,1,2019,1197,5
1600,Honda City i DTec S,705000,39000.0,Diesel,Manual,1,2016,1197,5
1601,Hyundai i20 Asta 1.2,450000,63759.0,Petrol,Manual,1,2013,1199,5
1602,Hyundai i20 Active S Petrol,699000,29000.0,Petrol,Manual,2,2018,1197,5
1603,Honda Jazz 1.2 SV i VTEC,695000,42000.0,Petrol,Manual,1,2017,1197,5
1604,Hyundai i20 Sportz 1.2,675000,37000.0,Petrol,Manual,1,2017,1497,5
1605,Maruti Swift VXI,675000,40000.0,Petrol,Manual,1,2019,1199,5
1606,Honda City i VTEC SV,645000,33000.0,Petrol,Manual,1,2014,998,5
1607,Honda Jazz 1.2 S i VTEC,640000,26000.0,Petrol,Manual,1,2018,1373,5
1608,Hyundai Venue SX Plus Turbo DCT DT,1195000,24000.0,Petrol,Automatic,1,2021,1497,7
1609,Maruti Ciaz VXi,450000,156596.0,Petrol,Manual,1,2015,1798,5
1610,Honda BR-V i-VTEC VX MT,580000,98778.0,Petrol,Manual,1,2017,1197,5
1611,Skoda Superb Elegance 1.8 TSI AT,800000,145000.0,Petrol,Automatic,2,2010,1968,5
1612,Hyundai i20 1.2 Asta Option,790000,26000.0,Petrol,Manual,1,2018,1197,5
1613,Skoda Octavia 2.0 TDI AT Style Plus,1750000,60000.0,Diesel,Automatic,2,2017,1199,5
1614,Maruti Baleno 1.2 Zeta,560000,560000.0,Petrol,Manual,1,2017,1199,5
1615,Honda Jazz 1.2 VX i VTEC,635000,45000.0,Petrol,Manual,1,2017,1598,5
1616,Tata Tiago XZA,625000,27000.0,Petrol,Automatic,1,2019,1798,5
1617,Skoda Rapid 1.6 MPI AT Ambition BSIV,860000,43000.0,Petrol,Automatic,1,2018,1968,5
1618,Toyota Corolla Altis GL MT,990000,37000.0,Petrol,Manual,1,2015,1197,5
1619,Audi Q3 2.0 TDI Quattro Premium Plus,1989999,46000.0,Diesel,Automatic,1,2014,1199,5
1620,Hyundai i10 Sportz AT,280000,51366.0,Petrol,Automatic,1,2011,1497,5
1621,Honda Jazz 1.2 V AT i VTEC,630000,77331.0,Petrol,Automatic,1,2017,1984,5
1622,Honda City i VTEC V,630000,77783.0,Petrol,Manual,1,2016,1493,7
1623,Skoda Superb LK 2.0 TDI AT,2250000,44000.0,Diesel,Automatic,1,2016,1198,5
1624,Mahindra TUV 300 T10 AMT,625000,56276.0,Diesel,Automatic,2,2018,1248,5
1625,Honda Brio V MT,290000,44408.0,Petrol,Manual,2,2012,999,5
1626,Tata Manza Aqua Quadrajet,150000,80000.0,Diesel,Manual,1,2010,1368,5
1627,Volkswagen Ameo 1.0 MPI Highline Plus,610000,20000.0,Petrol,Manual,1,2019,2198,7
1628,Jeep Compass 1.4 Limited Opt DCT,2390000,19000.0,Petrol,Automatic,1,2021,1462,5
1629,Ford Endeavour 2.2 Titanium AT 4X2,2700000,73500.0,Diesel,Automatic,1,2019,1248,5
1630,Maruti Ciaz Delta Automatic BSIV,810000,28783.0,Petrol,Automatic,1,2019,1422,5
1631,Maruti Vitara Brezza ZDi,975000,43000.0,Diesel,Manual,1,2018,1197,5
1632,Skoda Fabia 1.4 TDI Classic,150000,117500.0,Diesel,Manual,2,2010,1198,5
1633,Maruti Swift Dzire VXi AT,450000,46352.0,Petrol,Automatic,1,2012,1197,5
1634,Volkswagen Ameo 1.2 MPI Comfortline Plus,440000,84123.0,Petrol,Manual,1,2017,796,5
1635,Hyundai i20 Asta Option BSIV,780000,22773.0,Petrol,Manual,1,2019,1199,5
1636,Maruti Alto 800 LXI,300000,20000.0,Petrol,Manual,2,2017,2143,5
1637,Chevrolet Beat LT,175000,77075.0,Petrol,Manual,3,2011,999,5
1638,Mercedes-Benz GLC Progressive 220d,4300000,38000.0,Diesel,Automatic,1,2018,2143,5
1639,Renault KWID 1.0 RXT,210000,70000.0,Petrol,Manual,1,2016,1242,5
1640,Mercedes-Benz GLA Class 200 d Sport,2050000,40000.0,Diesel,Automatic,1,2016,1197,5
1641,Fiat Palio 1.2 ELX,60000,20000.0,Petrol,Manual,1,2002,796,5
1642,Hyundai Grand i10 Magna,385000,60000.0,Petrol,Manual,1,2016,998,5
1643,Maruti Alto LXi,185000,19521.0,Petrol,Manual,1,2008,2393,7
1644,Maruti Alto K10 VXI AMT,380000,19800.0,Petrol,Automatic,2,2017,1364,5
1645,Toyota Innova Crysta 2.4 G MT,1975000,50000.0,Diesel,Manual,1,2019,1497,5
1646,Toyota Etios VXD,585000,50000.0,Diesel,Manual,1,2012,1493,7
1647,Honda City i-VTEC VX,1050000,37000.0,Petrol,Manual,1,2019,1498,5
1648,Mahindra TUV 300 T10,800000,40000.0,Diesel,Manual,1,2019,1497,5
1649,Honda WR-V i-DTEC S,825000,10700.0,Diesel,Manual,1,2017,1197,5
1650,Honda City i VTEC V,610000,31800.0,Petrol,Manual,1,2014,1199,5
1651,Maruti Baleno 1.2 Zeta,579000,32400.0,Petrol,Manual,1,2016,1197,5
1652,Honda Amaze VX Petrol,785000,4700.0,Petrol,Manual,1,2020,1248,5
1653,Hyundai Grand i10 1.2 Kappa Sportz BSIV,525000,33500.0,Petrol,Manual,1,2018,1582,5
1654,Maruti Swift Dzire VDI,699000,54800.0,Diesel,Manual,1,2018,998,5
1655,Hyundai Verna CRDi 1.6 EX,799000,44000.0,Diesel,Manual,1,2017,1199,5
1656,Maruti Wagon R VXI BS IV,415000,19000.0,Petrol,Manual,1,2014,1197,5
1657,Honda Jazz VX CVT,789000,22000.0,Petrol,Automatic,1,2019,1199,5
1658,Hyundai i20 Sportz,785000,12900.0,Petrol,Manual,1,2020,998,5
1659,Honda Amaze V CVT Petrol BSIV,780000,22700.0,Petrol,Automatic,1,2019,1086,5
1660,Maruti Zen Estilo VXI BSIV,189000,69000.0,Petrol,Manual,2,2010,1197,5
1661,Hyundai Santro Xing GL Plus,269000,60000.0,Petrol,Manual,1,2012,1497,5
1662,Hyundai i20 Sportz,900000,9500.0,Petrol,Manual,1,2020,1497,5
1663,Honda City i-VTEC SV,980000,15000.0,Petrol,Manual,1,2021,2393,7
1664,Kia Seltos HTK Plus G,1260000,19000.0,Petrol,Manual,1,2020,1196,5
1665,Toyota Innova Crysta 2.4 ZX 7 STR AT,3050000,3500.0,Diesel,Automatic,1,2022,998,5
1666,Ford Figo Petrol ZXI,190000,81721.0,Petrol,Manual,1,2010,1196,5
1667,Maruti Zen Estilo LXI BS IV,210000,109656.0,Petrol,Manual,1,2012,998,5
1668,Ford Figo Petrol ZXI,195000,87955.0,Petrol,Manual,1,2012,1197,5
1669,Maruti Alto K10 VXI AMT,330000,50000.0,Petrol,Automatic,1,2015,2993,5
1670,Maruti Swift Dzire AMT ZXI Plus,800000,12990.0,Petrol,Automatic,1,2019,2987,7
1671,BMW 5 Series 530d M Sport,2999000,75099.0,Diesel,Automatic,1,2014,1498,5
1672,Mercedes-Benz GL-Class 350 CDI Luxury,1450000,120000.0,Diesel,Automatic,1,2010,1197,5
1673,Skoda Rapid 1.5 TDI AT Elegance Black Package,595000,70000.0,Diesel,Automatic,2,2015,1330,5
1674,Hyundai i20 Asta,250000,90000.0,Petrol,Manual,2,2009,1591,5
1675,Renault Duster RXS Turbo CVT,1250000,10000.0,Petrol,Automatic,2,2021,1598,5
1676,Hyundai Creta 1.6 SX Automatic,1275000,44000.0,Petrol,Automatic,1,2018,1198,5
1677,Skoda Rapid Ultima 1.6 MPI AT Elegance,689000,29500.0,Petrol,Automatic,1,2013,1493,7
1678,Honda Brio V MT,315000,81200.0,Petrol,Manual,1,2013,1498,5
1679,Mahindra TUV 300 mHAWK100 T8 AMT,700000,50000.0,Diesel,Automatic,1,2016,1199,5
1680,Volkswagen Vento 1.5 TDI Highline AT,610000,141383.0,Diesel,Automatic,1,2016,1582,5
1681,Honda Amaze VX CVT Petrol BSIV,800000,34392.0,Petrol,Automatic,1,2019,1197,5
1682,Hyundai Verna SX CRDi AT,600000,90000.0,Diesel,Automatic,1,2013,1998,5
1683,Hyundai Grand i10 Magna,390000,47681.0,Petrol,Manual,1,2014,1086,5
1684,Mini Cooper Countryman Cooper S,4099000,25900.0,Petrol,Automatic,1,2019,993,5
1685,Hyundai Santro Xing GL,155000,120000.0,Petrol,Manual,3,2009,1197,5
1686,Maruti Zen LXI,99000,68952.0,Petrol,Manual,2,2003,1497,5
1687,Hyundai i10 Asta,335000,41525.0,Petrol,Manual,2,2011,1353,5
1688,Tata Altroz XZ Diesel,890000,15000.0,Diesel,Manual,1,2021,1956,5
1689,Kia Seltos GTX DCT,1825000,11000.0,Petrol,Automatic,1,2021,1498,5
1690,Jeep Compass 2.0 Limited,1950000,29990.0,Diesel,Manual,1,2019,1493,5
1691,Honda City ZX CVT,1450000,25000.0,Petrol,Automatic,1,2020,1498,5
1692,Hyundai Verna SX AT Diesel,1500000,20000.0,Diesel,Automatic,1,2022,1498,5
1693,Ford Figo 1.5D Base MT,400000,90000.0,Diesel,Manual,2,2016,1497,5
1694,Honda WR-V i-DTEC VX,875000,80000.0,Diesel,Manual,1,2018,2179,8
1695,Honda City i VTEC CVT VX,850000,50000.0,Petrol,Automatic,2,2016,1798,5
1696,Mahindra Scorpio SLE BSIV,480000,90000.0,Diesel,Manual,2,2010,1197,5
1697,Toyota Corolla Altis G AT,926000,70000.0,Petrol,Automatic,2,2015,999,5
1698,Maruti Ignis Delta AMT,600000,20000.0,Petrol,Automatic,1,2020,796,5
1699,Skoda Rapid 1.0 TSI Style AT,990000,25000.0,Petrol,Automatic,1,2018,1968,5
1700,Maruti Alto LXi,45000,60000.0,Petrol,Manual,2,2006,1497,5
1701,Audi Q3 35 TDI Quattro Premium,2205000,56000.0,Diesel,Automatic,1,2015,1496,5
1702,Honda City i VTEC CVT VX,850000,53000.0,Petrol,Automatic,1,2016,1968,5
1703,Ford Ecosport Sports Petrol,969999,10000.0,Petrol,Manual,1,2020,2393,7
1704,Audi A4 2.0 TDI Multitronic,1050000,110000.0,Diesel,Automatic,1,2012,1598,5
1705,Toyota Innova Crysta 2.4 ZX MT BSIV,2200000,99990.0,Diesel,Manual,1,2018,1995,5
1706,Skoda Rapid 1.6 MPI Elegance Plus Black Package,420000,68000.0,Petrol,Manual,2,2014,1197,5
1707,BMW 5 Series 520d Modern Line,2100000,68500.0,Diesel,Automatic,4,2014,999,5
1708,Maruti Swift ZXi BSIV,575000,50599.0,Petrol,Manual,2,2015,1497,5
1709,Volkswagen Polo 1.0 MPI Comfortline,484999,54431.0,Petrol,Manual,2,2015,1498,5
1710,Honda City i-VTEC CVT VX,950000,65855.0,Petrol,Automatic,1,2019,0,5
1711,Ford Ecosport 1.5 DV5 MT Titanium,484999,113706.0,Diesel,Manual,2,2014,2523,8
1712,Tata Nexon EV Prime XZ Plus LUX,1450000,40000.0,Electric,Automatic,1,2020,1497,8
1713,Mahindra Scorpio EX,550000,100000.0,Diesel,Manual,2,2012,1599,5
1714,Mahindra Marazzo M6 Plus 8Str,1485000,36700.0,Diesel,Manual,1,2021,2393,7
1715,Hyundai Verna 1.6 i ABS,250000,40000.0,Petrol,Manual,2,2009,2755,7
1716,Toyota Innova Crysta 2.4 VX MT,2450000,50000.0,Diesel,Manual,1,2020,1197,5
1717,Toyota Innova Crysta 2.8 ZX AT BSIV,2650000,50000.0,Diesel,Automatic,1,2019,2987,7
1718,Hyundai Grand i10 Nios Sportz,600000,40000.0,Petrol,Manual,1,2019,1199,5
1719,Mercedes-Benz GLS 350d 4MATIC,6500000,135000.0,Diesel,Automatic,1,2018,1968,5
1720,Honda Jazz 1.2 SV i VTEC,610000,40000.0,Petrol,Manual,1,2016,1591,5
1721,Audi A6 35 TDI,3300000,15000.0,Diesel,Automatic,1,2016,2987,5
1722,Hyundai Creta 1.6 SX Automatic,1035000,39000.0,Petrol,Automatic,1,2016,1364,5
1723,Mercedes-Benz GLE 350d,4750000,60000.0,Diesel,Automatic,2,2016,2755,7
1724,Toyota Etios GD,320000,120000.0,Diesel,Manual,4,2013,2143,5
1725,Toyota Innova Crysta 2.8 ZX AT BSIV,2575000,60000.0,Diesel,Automatic,1,2019,1995,5
1726,Mercedes-Benz GLE 250d,4950000,45000.0,Diesel,Automatic,1,2017,2179,7
1727,BMW X1 sDrive 20d xLine,3675000,23000.0,Diesel,Automatic,1,2019,1198,6
1728,Mahindra XUV500 W11 AT BSIV,1700000,46952.0,Diesel,Automatic,1,2019,1598,5
1729,Mahindra KUV 100 NXT D75 K8 Dual Tone,450000,35000.0,Diesel,Manual,2,2017,1582,5
1730,Skoda Rapid 1.6 MPI Elegance,430000,70000.0,Petrol,Manual,2,2014,998,5
1731,Hyundai Verna CRDi 1.6 SX,880000,90000.0,Diesel,Manual,2,2018,1197,5
1732,Maruti Celerio X ZXI BSIV,425000,35000.0,Petrol,Manual,1,2018,1197,5
1733,Hyundai Grand i10 1.2 Kappa Sportz BSIV,525000,19400.0,Petrol,Manual,1,2018,1197,5
1734,Hyundai i20 1.2 Sportz,305000,80000.0,Petrol,Manual,2,2012,1353,5
1735,Hyundai Grand i10 Magna,450000,30900.0,Petrol,Manual,1,2015,2199,7
1736,Kia Seltos GTX Plus DCT,1750000,30000.0,Petrol,Automatic,1,2021,1591,5
1737,Hyundai Santa Fe 4x4 AT,1300000,77000.0,Diesel,Automatic,1,2013,1591,5
1738,Hyundai Creta 1.6 SX,1350000,36000.0,Petrol,Manual,1,2018,1498,5
1739,Hyundai Creta 1.6 SX Automatic,1450000,19000.0,Petrol,Automatic,1,2019,1395,5
1740,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,825000,70000.0,Diesel,Manual,1,2017,1984,5
1741,Skoda Octavia Ambition 1.4 TSI MT,1200000,85000.0,Petrol,Manual,1,2014,1968,5
1742,Audi A4 2.0 TFSI,1500000,23000.0,Petrol,Automatic,1,2010,2982,7
1743,Skoda Octavia Elegance 2.0 TDI AT,1600000,75000.0,Diesel,Automatic,1,2015,1798,5
1744,Toyota Fortuner 4x4 AT,1950000,85000.0,Diesel,Automatic,1,2013,2494,5
1745,Toyota Corolla Altis 1.8 J,775000,50000.0,Petrol,Manual,1,2012,2982,7
1746,Toyota Camry Hybrid,2300000,50000.0,Electric,Automatic,1,2015,1969,7
1747,Toyota Fortuner 4x4 AT,2550000,60000.0,Diesel,Automatic,1,2016,1984,5
1748,Volvo XC 90 D5 Inscription,6500000,60000.0,Diesel,Automatic,1,2018,2400,5
1749,Volvo S60 D4 SUMMUM,2200000,36000.0,Diesel,Automatic,1,2015,2698,5
1750,Volvo XC60 D5 Inscription,2400000,120000.0,Diesel,Automatic,1,2015,1968,5
1751,Audi A6 2.7 TDI,1300000,70000.0,Diesel,Automatic,1,2010,1998,4
1752,Audi Q3 2.0 TDI WCI,1600000,94000.0,Diesel,Automatic,2,2013,2967,7
1753,Mini 3 DOOR Cooper S,3750000,9000.0,Petrol,Automatic,1,2018,2967,7
1754,Audi Q7 3.0 TDI quattro,2300000,135000.0,Diesel,Automatic,1,2013,1995,5
1755,Audi Q7 45 TDI Quattro Premium Plus,5800000,70000.0,Diesel,Automatic,1,2018,1995,5
1756,BMW 3 Series 320d,1500000,39000.0,Diesel,Automatic,1,2011,1995,5
1757,BMW 3 Series 320d,1600000,50000.0,Diesel,Automatic,1,2012,2993,5
1758,BMW 3 Series 320d Sport,4500000,8000.0,Diesel,Automatic,1,2020,2925,5
1759,BMW X3 xDrive30d M Sport,4000000,50000.0,Diesel,Automatic,1,2016,1995,5
1760,Mercedes-Benz S-Class S 350 d,13000000,14000.0,Diesel,Automatic,1,2020,1199,5
1761,BMW 5 Series 520d Luxury Line,4600000,40000.0,Diesel,Automatic,1,2018,1498,5
1762,Volkswagen Polo Diesel Comfortline 1.2L,375000,196000.0,Diesel,Manual,2,2013,1497,5
1763,Volkswagen Vento 1.5 TDI Highline Plus AT,850000,95000.0,Diesel,Automatic,1,2018,1796,5
1764,Tata Nexon 1.5 Revotorq XM,750000,48632.0,Diesel,Manual,1,2018,1498,5
1765,Mercedes-Benz C-Class 200 K AT,800000,90000.0,Petrol,Automatic,2,2008,2143,5
1766,Volkswagen Vento 1.5 TDI Highline Plus AT,850000,95000.0,Diesel,Automatic,1,2018,1950,5
1767,Mercedes-Benz C-Class C 220 CDI Avantgarde,3900000,55000.0,Diesel,Automatic,1,2018,2143,5
1768,Mercedes-Benz E-Class Exclusive E 220d,4700000,18000.0,Diesel,Automatic,1,2017,1496,5
1769,Mercedes-Benz GLC 220d 4MATIC Sport,5000000,29000.0,Diesel,Automatic,1,2018,2993,5
1770,Toyota Yaris J CVT,1100000,5000.0,Petrol,Automatic,1,2020,1197,5
1771,BMW 7 Series 730Ld DPE Signature,7000000,25000.0,Diesel,Automatic,1,2017,814,5
1772,Hyundai i10 Asta,325000,41000.0,Petrol,Manual,2,2011,999,5
1773,Hyundai EON Era,250000,63463.0,Petrol,Manual,1,2013,796,5
1774,Renault Kiger RXT Turbo CVT,899000,20000.0,Petrol,Automatic,1,2021,1197,5
1775,Maruti Alto 800 LXI Anniversary Edition,267000,69852.0,Petrol,Manual,1,2014,998,5
1776,Hyundai Grand i10 Magna AT,525000,29584.0,Petrol,Automatic,1,2016,999,7
1777,Maruti Wagon R VXI BS IV,395000,27514.0,Petrol,Manual,1,2014,1197,5
1778,Renault Triber RXZ BSIV,690000,30339.0,Petrol,Manual,1,2019,998,5
1779,Maruti Baleno Alpha CVT,850000,39386.0,Petrol,Automatic,1,2019,1086,5
1780,Maruti Wagon R VXI BS IV,300000,64671.0,Petrol,Manual,1,2012,1248,5
1781,Hyundai Santro Sportz BSIV,490000,30670.0,Petrol,Manual,1,2019,1197,5
1782,Maruti Swift VDI,670000,46086.0,Diesel,Manual,1,2018,998,5
1783,Maruti Baleno 1.2 Delta,550000,70346.0,Petrol,Manual,1,2015,1198,5
1784,Maruti Wagon R VXI,150000,50000.0,Petrol,Manual,1,2005,998,5
1785,Honda Amaze S i-Vtech,400000,80000.0,Petrol,Manual,1,2015,998,5
1786,Maruti Wagon R AMT VXI Option,449000,58365.0,Petrol,Automatic,1,2016,1197,5
1787,Maruti Wagon R VXI Plus,499000,12000.0,Petrol,Manual,1,2017,1197,5
1788,Hyundai i20 Magna,290000,58182.0,Petrol,Manual,1,2009,1248,5
1789,Hyundai Grand i10 Magna,325000,325000.0,Petrol,Manual,1,2013,1956,5
1790,Fiat Punto 1.3 Active,270000,127152.0,Diesel,Manual,1,2014,1248,5
1791,Jeep Compass 2.0 Limited,1220000,98492.0,Diesel,Manual,1,2018,1968,5
1792,Maruti Swift Dzire AGS ZDI Plus,775000,23000.0,Diesel,Automatic,1,2018,2755,7
1793,Audi A3 35 TDI Premium Plus,2075000,45000.0,Diesel,Automatic,1,2017,3198,7
1794,Toyota Innova Crysta 2.8 ZX AT BSIV,2490000,63001.0,Diesel,Automatic,1,2019,1462,6
1795,Ford Endeavour 3.2 Trend AT 4X4,2050000,72000.0,Diesel,Automatic,1,2016,2755,7
1796,Maruti XL6 Zeta,1145000,26000.0,Petrol,Manual,1,2020,2393,7
1797,Toyota Innova Crysta 2.8 GX AT BSIV,2075000,46000.0,Diesel,Automatic,2,2019,998,5
1798,Toyota Innova Crysta 2.4 VX MT,1950000,140000.0,Diesel,Manual,1,2018,1248,5
1799,Hyundai Venue SX Plus Turbo DCT,1060000,3500.0,Petrol,Automatic,1,2021,1969,7
1800,Maruti Ciaz ZDi SHVS,540000,120000.0,Diesel,Manual,1,2015,1498,5
1801,Volvo XC 90 D5 Inscription,6500000,39000.0,Diesel,Automatic,1,2018,998,5
1802,Volkswagen Vento 1.5 TDI Highline AT,950000,79100.0,Diesel,Automatic,1,2017,1462,6
1803,Maruti Zen Estilo LXI BS IV,175000,60000.0,Petrol,Manual,2,2009,1497,5
1804,Maruti XL6 Alpha,1000000,30000.0,Petrol,Manual,1,2022,1598,5
1805,Tata Altroz XZ Diesel,825000,46000.0,Diesel,Manual,1,2020,1199,5
1806,Volkswagen Vento 1.6 Comfortline,860000,65232.0,Petrol,Manual,1,2018,1493,7
1807,Volkswagen Polo Diesel Comfortline 1.2L,270000,106865.0,Diesel,Manual,1,2010,2609,7
1808,Mahindra TUV 300 T8 AMT,800000,49900.0,Diesel,Automatic,1,2016,1498,5
1809,Mahindra Scorpio SLX 2.6 Turbo 7 Str,265000,100000.0,Diesel,Manual,3,2007,1086,5
1810,Ford Aspire 1.5 TDCi Titanium Plus,525000,110000.0,Diesel,Manual,1,2015,1462,5
1811,Hyundai Santro Magna Corp Edition AMT,576000,9000.0,Petrol,Automatic,1,2020,3198,7
1812,Maruti SX4 S Cross Alpha,944999,15000.0,Petrol,Manual,1,2020,1248,5
1813,Ford Endeavour Titanium Plus 4X4,3250000,45000.0,Diesel,Automatic,1,2019,1497,7
1814,Maruti Swift VDI,450000,100000.0,Diesel,Manual,2,2013,1396,5
1815,Honda BR-V i-VTEC V CVT,815000,80000.0,Petrol,Automatic,2,2017,998,5
1816,Hyundai i20 Sportz 1.4 CRDi,532000,80000.0,Diesel,Manual,1,2015,1497,5
1817,Hyundai i20 Asta Turbo DCT DT,1125000,11000.0,Petrol,Automatic,1,2021,1396,5
1818,Honda City i VTEC CVT VX,725000,50000.0,Petrol,Automatic,2,2015,1197,5
1819,Hyundai i20 Asta 1.4 CRDi,575000,90000.0,Diesel,Manual,1,2015,1498,5
1820,Hyundai Grand i10 1.2 Kappa Asta,500000,90000.0,Petrol,Manual,1,2018,1591,5
1821,Skoda Rapid 1.5 TDI AT Style BSIV,975000,93500.0,Diesel,Automatic,1,2019,998,5
1822,Hyundai Creta 1.6 VTVT AT SX Plus,999000,32000.0,Petrol,Automatic,2,2017,936,5
1823,Maruti Wagon R VXI BS IV,340000,60000.0,Petrol,Manual,1,2014,1498,5
1824,Chevrolet Beat Diesel LS,215000,70000.0,Diesel,Manual,2,2015,1984,4
1825,Honda City ZX CVT,860000,70000.0,Petrol,Automatic,2,2017,1799,5
1826,Volkswagen Beetle 2.0,1525000,18999.0,Petrol,Automatic,2,2010,1248,5
1827,Honda Civic 1.8 V AT,350000,110000.0,Petrol,Automatic,2,2007,1197,5
1828,Maruti Swift Dzire VDi,315000,145000.0,Diesel,Manual,2,2011,1461,5
1829,Hyundai i10 Magna 1.2 iTech SE,190000,60000.0,Petrol,Manual,1,2008,998,5
1830,Renault Pulse RxL Optional,250000,50000.0,Diesel,Manual,1,2012,1197,5
1831,Maruti Wagon R VXI BS IV,330000,70000.0,Petrol,Manual,2,2015,2999,7
1832,Hyundai i20 Active 1.2 S,590000,48000.0,Petrol,Manual,1,2015,1186,5
1833,Isuzu MU 7 4x2 BS III,800000,80000.0,Diesel,Manual,3,2014,1582,5
1834,Hyundai Aura S Diesel,775000,40000.0,Diesel,Manual,1,2020,1248,5
1835,Hyundai Verna 1.6 CRDi SX,700000,50000.0,Diesel,Manual,1,2015,1995,5
1836,Fiat Punto Pure 1.3L Advanced Multi-Jet,200000,158763.0,Diesel,Manual,1,2012,2179,7
1837,BMW 3 Series 320d Luxury Line,3150000,35000.0,Diesel,Automatic,1,2017,2179,7
1838,Tata Safari Storme LX,310000,90000.0,Diesel,Manual,2,2012,1497,5
1839,Mahindra XUV500 W8 AWD,750000,120000.0,Diesel,Manual,3,2013,2179,7
1840,Honda City i VTEC V,550000,60000.0,Petrol,Manual,2,2015,1497,5
1841,Mahindra XUV500 W8 2WD,900000,70000.0,Diesel,Manual,1,2015,1598,5
1842,Honda City E,425000,97320.0,Petrol,Manual,1,2012,1199,5
1843,Volkswagen Vento Diesel Highline,490000,118393.0,Diesel,Manual,1,2014,1368,5
1844,Honda Jazz ZX,890000,24774.0,Petrol,Manual,1,2021,999,5
1845,Fiat Linea Emotion,170000,50000.0,Petrol,Manual,1,2010,1968,5
1846,Renault KWID Climber 1.0 AMT,490000,13800.0,Petrol,Automatic,1,2020,1198,5
1847,Skoda Yeti Ambition 4X2,400000,147000.0,Diesel,Manual,2,2011,998,5
1848,Honda Amaze SX i-VTEC,480000,50000.0,Petrol,Manual,3,2016,1498,7
1849,Hyundai EON 1.0 Era Plus,320000,50000.0,Petrol,Manual,2,2017,2494,8
1850,Honda BR-V i-DTEC S MT,850000,30000.0,Diesel,Manual,1,2018,1498,5
1851,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,1490000,56001.0,Diesel,Manual,1,2014,1798,5
1852,Honda City i DTec V,725000,60000.0,Diesel,Manual,1,2016,998,5
1853,Toyota Corolla Altis VL AT,1039000,32976.0,Petrol,Automatic,2,2016,1198,5
1854,Maruti Wagon R VXI BS IV,354000,6830.0,Petrol,Manual,1,2014,814,5
1855,Nissan Micra Active XV S,328000,76018.0,Petrol,Manual,1,2016,1591,5
1856,Hyundai EON Magna Plus,270000,65841.0,Petrol,Manual,1,2016,2179,7
1857,Hyundai Creta 1.6 VTVT E Plus,799000,29943.0,Petrol,Manual,2,2017,993,5
1858,Tata New Safari DICOR 2.2 EX 4x2,501000,35383.0,Diesel,Manual,1,2014,1798,5
1859,Maruti Zen VXI BSII,95000,90000.0,Petrol,Manual,3,2004,1199,5
1860,Skoda Superb Elegance 1.8 TSI AT,475000,50000.0,Petrol,Automatic,2,2012,998,5
1861,Chevrolet Beat LS,134000,63723.0,Petrol,Manual,1,2010,1197,5
1862,Maruti Wagon R LXI CNG,340000,75270.0,Cng,Manual,1,2016,1368,5
1863,Hyundai i20 1.2 Asta,264000,80502.0,Petrol,Manual,3,2011,1198,5
1864,Fiat Linea 1.4 Emotion,224000,39520.0,Petrol,Manual,1,2013,1198,5
1865,Volkswagen Polo Petrol Highline 1.2L,295000,60000.0,Petrol,Manual,1,2011,1498,5
1866,Volkswagen Polo Petrol Highline 1.2L,265000,79000.0,Petrol,Manual,1,2010,2179,7
1867,Volkswagen CrossPolo 1.5 TDI,484999,66000.0,Diesel,Manual,1,2015,2967,5
1868,Mahindra XUV500 W8 2WD,463000,116509.0,Diesel,Manual,2,2012,2894,4
1869,Audi A6 3.0 TDI Quattro Technology,1085000,76398.0,Diesel,Automatic,2,2012,1197,5
1870,Audi RS5 Coupe,3500000,55000.0,Petrol,Automatic,2,2011,2179,5
1871,Hyundai i20 Sportz 1.2,447000,61000.0,Petrol,Manual,1,2014,1248,5
1872,Land Rover Freelander 2 SE,1850000,80000.0,Diesel,Automatic,2,2014,1197,5
